Export data from the tables of Geonames:
alternateName	alternateName	geonameid	name	latitude	longitude	country	fcode	population	timezone	alternatenames
PNY	VOPC	7730221	Pondicherry Airport	11.9687000	79.8101000	IN	AIRP	0	Asia/Kolkata	PNY,VOPC
CJM	VTSE	7730222	Chumphon Airport	10.7112000	99.3617000	TH	AIRP	0	Asia/Bangkok	CJM,VTSE
HPH	VVCI	7730223	Cat Bi International Airport	20.8194000	106.7250000	VN	AIRP	0	Asia/Ho_Chi_Minh	HPH,VVCI
VCS	VVCS	7730224	Co Ong Airport	8.7318300	106.6330000	VN	AIRP	0	Asia/Ho_Chi_Minh	VCS,VVCS
VCA	VVCT	7730225	Trà Nóc Airport	10.0851000	105.7120000	VN	AIRP	0	Asia/Ho_Chi_Minh	VCA,VVCT
UIH	VVPC	7730226	Phu Cat Airport	13.9550000	109.0420000	VN	AIRP	0	Asia/Ho_Chi_Minh	UIH,VVPC
PQC	VVPQ	7730227	Phu Quoc Airport	10.2270000	103.9670000	VN	AIRP	0	Asia/Ho_Chi_Minh	PQC,VVPQ
TBB	VVTH	7730228	Dong Tac Airport	13.0496000	109.3340000	VN	AIRP	0	Asia/Ho_Chi_Minh	TBB,VVTH
MOE	VYMO	7730229	Momeik Airport	23.0925000	96.6453000	MM	AIRP	0	Asia/Rangoon	MOE,VYMO
NMS	VYNS	7730230	Namsang Airport	20.8905000	97.7359000	MM	AIRP	0	Asia/Rangoon	NMS,VYNS
OTI	WAMR	7730231	Pitu Airport	2.0459900	128.3250000	ID	AIRP	0	Asia/Jayapura	OTI,WAMR
TJG	WAON	7730232	Warukin Airport	-2.2165600	115.4360000	ID	AIRP	0	Asia/Jakarta	TJG,WAON
BXB	WASO	7730233	Babo Airport	-2.5322400	133.4390000	ID	AIRP	0	Asia/Jayapura	BXB,WASO
BBN	WBGZ	7730234	Bario Airport	3.7338900	115.4790000	MY	AIRP	0	Asia/Kuching	BBN,WBGZ
NPO	WIOG	7730235	Nanga Pinoh I Airport	-0.3488700	111.7480000	ID	AIRP	0	Asia/Pontianak	NPO,WIOG
PDO	WIPQ	7730236	Pendopo Airport	-3.2860700	103.8800000	ID	AIRP	0	Asia/Jakarta	PDO,WIPQ
LSX	WITL	7730237	Lhok Sukon Airport	5.0695100	97.2592000	ID	AIRP	0	Asia/Jakarta	LSX,WITL
ARM	YARM	7730238	Armidale Airport	-30.5281000	151.6170000	AU	AIRP	0	Australia/Sydney	ARM,YARM
BCI	YBAR	7730239	Barcaldine Airport	-23.5653000	145.3070100	AU	AIRP	0	Australia/Brisbane	BCI,YBAR
BVI	YBDV	7730240	Birdsville Airport	-25.8975000	139.3480100	AU	AIRP	0	Australia/Brisbane	BVI,YBDV
HTI	YBHM	7730241	Hamilton Island Airport	-20.3581000	148.9520000	AU	AIRP	0	Australia/Lindeman	HTI,YBHM
BEU	YBIE	7730242	Bedourie Airport	-24.3461000	139.4600100	AU	AIRP	0	Australia/Brisbane	BEU,YBIE
BNK	YBNA	7730243	Ballina Byron Gateway Airport	-28.8339000	153.5620000	AU	AIRP	0	Australia/Sydney	BNK,YBNA
BQL	YBOU	7730244	Boulia Airport	-22.9133000	139.8999900	AU	AIRP	0	Australia/Brisbane	BQL,YBOU
COJ	YCBB	7730245	Coonabarabran Airport	-31.3325000	149.2670000	AU	AIRP	0	Australia/Sydney	COJ,YCBB
CVC	YCEE	7730246	Cleve Airport	-33.7097000	136.5050000	AU	AIRP	0	Australia/Adelaide	CVC,YCEE
CMQ	YCMT	7730247	Clermont Airport	-22.7731000	147.6210000	AU	AIRP	0	Australia/Brisbane	CMQ,YCMT
CMA	YCMU	7730248	Cunnamulla Airport	-28.0300000	145.6219900	AU	AIRP	0	Australia/Brisbane	CMA,YCMU
CUQ	YCOE	7730249	Coen Airport	-13.7608000	143.1140000	AU	AIRP	0	Australia/Brisbane	CUQ,YCOE
OOM	YCOM	7730250	Cooma Snowy Mountains Airport	-36.3006000	148.9740000	AU	AIRP	0	Australia/Sydney	OOM,YCOM
DRN	YDBI	7730251	Dirranbandi Airport	-28.5917000	148.2170000	AU	AIRP	0	Australia/Brisbane	DRN,YDBI
DRB	YDBY	7730252	Derby Airport	-17.3700000	123.6610000	AU	AIRP	0	Australia/Perth	DRB,YDBY
DYA	YDYS	7730253	Dysart Airport	-22.6222000	148.3640000	AU	AIRP	0	Australia/Brisbane	DYA,YDYS
ELC	YELD	7730254	Elcho Island Airport	-12.0194000	135.5710000	AU	AIRP	0	Australia/Darwin	ELC,YELD
FRB	YFBS	7730255	Forbes Airport	-33.3636000	147.9350000	AU	AIRP	0	Australia/Sydney	FRB,YFBS
FIZ	YFTZ	7730256	Fitzroy Crossing Airport	-18.1819000	125.5590000	AU	AIRP	0	Australia/Perth	FIZ,YFTZ
GUL	YGLB	7730257	Goulburn Airport	-34.8103000	149.7260000	AU	AIRP	0	Australia/Sydney	GUL,YGLB
GPN	YGPT	7730258	Garden Point Airport	-11.4025000	130.4220000	AU	AIRP	0	Australia/Darwin	GPN,YGPT
GTE	YGTE	7730259	Groote Eylandt Airport	-13.9750000	136.4600100	AU	AIRP	0	Australia/Darwin	GTE,YGTE
HLT	YHML	7730260	Hamilton Airport	-37.6489000	142.0650000	AU	AIRP	0	Australia/Melbourne	HLT,YHML
KPS	YKMP	7730261	Kempsey Airport	-31.0744000	152.7700000	AU	AIRP	0	Australia/Sydney	KPS,YKMP
KWM	YKOW	7730262	Kowanyama Airport	-15.4856000	141.7510100	AU	AIRP	0	Australia/Brisbane	KWM,YKOW
KGY	YKRY	7730263	Kingaroy Airport	-26.5808000	151.8410000	AU	AIRP	0	Australia/Brisbane	KGY,YKRY
MNG	YMGD	7730264	Maningrida Airport	-12.0561000	134.2339900	AU	AIRP	0	Australia/Darwin	MNG,YMGD
WME	YMNE	7730265	Mount Keith Airport	-27.2864000	120.5550000	AU	AIRP	0	Australia/Perth	WME,YMNE
MOV	YMRB	7730266	Moranbah Airport	-22.0578000	148.0770000	AU	AIRP	0	Australia/Brisbane	MOV,YMRB
NRA	YNAR	7730267	Narrandera Airport	-34.7022000	146.5119900	AU	AIRP	0	Australia/Sydney	NRA,YNAR
RPM	YNGU	7730268	Ngukurr Airport	-14.7228000	134.7469900	AU	AIRP	0	Australia/Darwin	RPM,YNGU
NTN	YNTN	7730269	Normanton Airport	-17.6836000	141.0700100	AU	AIRP	0	Australia/Brisbane	NTN,YNTN
PUG	YPAG	7730270	Port Augusta Airport	-32.5069000	137.7170000	AU	AIRP	0	Australia/Adelaide	PUG,YPAG
PPI	YPIR	7730271	Port Pirie Airport	-33.2389000	137.9950000	AU	AIRP	0	Australia/Adelaide	PPI,YPIR
PTJ	YPOD	7730272	Portland Airport	-38.3181000	141.4709900	AU	AIRP	0	Australia/Melbourne	PTJ,YPOD
ULP	YQLP	7730273	Quilpie Airport	-26.6122000	144.2530100	AU	AIRP	0	Australia/Brisbane	ULP,YQLP
DNM	YSHK	7730274	Shark Bay Airport	-25.8939000	113.5770000	AU	AIRP	0	Australia/Perth	DNM,YSHK
TEF	YTEF	7730275	Telfer Airport	-21.7150000	122.2290000	AU	AIRP	0	Australia/Perth	TEF,YTEF
TWB	YTWB	7730276	Toowoomba Airport	-27.5428000	151.9160000	AU	AIRP	0	Australia/Brisbane	TWB,YTWB
WNR	YWDH	7730277	Windorah Airport	-25.4131000	142.6670100	AU	AIRP	0	Australia/Brisbane	WNR,YWDH
WYA	YWHA	7730278	Whyalla Airport	-33.0589000	137.5140100	AU	AIRP	0	Australia/Adelaide	WYA,YWHA
WKB	YWKB	7730279	Warracknabeal Airport	-36.3211000	142.4190100	AU	AIRP	0	Australia/Melbourne	WKB,YWKB
QRR	YWRN	7730280	Warren Airport	-31.7333000	147.8029900	AU	AIRP	0	Australia/Sydney	QRR,YWRN
WIN	YWTN	7730281	Winton Airport	-22.3636000	143.0860000	AU	AIRP	0	Australia/Brisbane	WIN,YWTN
SHP	ZBSH	7730282	Shanhaiguan Airport	39.9681000	119.7310000	CN	AIRP	0	Asia/Shanghai	SHP,ZBSH
TGO	ZBTL	7730283	Tongliao Airport	43.5567000	122.2000000	CN	AIRP	0	Asia/Shanghai	TGO,ZBTL
XIL	ZBXH	7730284	Xilinhot Airport	43.9156000	115.9640000	CN	AIRP	0	Asia/Shanghai	XIL,ZBXH
CGD	ZGCD	7730285	Changde Airport	28.9189000	111.6400000	CN	AIRP	0	Asia/Shanghai	CGD,ZGCD
LZH	ZGZH	7730286	Bailian Airport	24.2075000	109.3910000	CN	AIRP	0	Asia/Chongqing	LZH,ZGZH
DNH	ZLDH	7730287	Dunhuang Airport	40.1611000	94.8092000	CN	AIRP	0	Asia/Urumqi	DNH,ZLDH
GOQ	ZLGM	7730288	Golmud Airport	36.4006000	94.7861000	CN	AIRP	0	Asia/Urumqi	GOQ,ZLGM
IQN	ZLQY	7730289	Qingyang Airport	35.7997000	107.6030000	CN	AIRP	0	Asia/Chongqing	IQN,ZLQY
AVK	ZMAH	7730290	Arvaikheer Airport	46.2503000	102.8020000	MN	AIRP	0	Asia/Ulaanbaatar	AVK,ZMAH
COQ	ZMCD	7730291	Choibalsan Airport	48.1357000	114.6460000	MN	AIRP	0	Asia/Choibalsan	COQ,ZMCD
DIG	ZPDQ	7730292	Diqing Airport	27.7936000	99.6772000	CN	AIRP	0	Asia/Chongqing	DIG,ZPDQ
LUM	ZPLX	7730293	Mangshi Airport	24.4011000	98.5317000	CN	AIRP	0	Asia/Chongqing	LUM,ZPLX
JDZ	ZSJD	7730294	Jingdezhen Airport	29.3386000	117.1760000	CN	AIRP	0	Asia/Shanghai	JDZ,ZSJD
JUZ	ZSJU	7730295	Quzhou Airport	28.9658000	118.8990000	CN	AIRP	0	Asia/Shanghai	JUZ,ZSJU
SZV	ZSSZ	7730296	Guangfu Airport	31.2631000	120.4010000	CN	AIRP	0	Asia/Shanghai	SZV,ZSSZ
WEF	ZSWF	7730297	Weifang Airport	36.6467000	119.1190000	CN	AIRP	0	Asia/Shanghai	WEF,ZSWF
WEH	ZSWH	7730298	Weihai Airport	37.1871000	122.2290000	CN	AIRP	0	Asia/Shanghai	WEH,ZSWH
WUS	ZSWY	7730299	Nanping Wuyishan Airport	27.7019000	118.0010000	CN	AIRP	0	Asia/Shanghai	WUS,ZSWY
BPX	ZUBD	7730300	Qamdo Bangda Airport	30.5536000	97.1083000	CN	AIRP	0	Asia/Urumqi	BPX,ZUBD
GYS	ZUGU	7730301	Guangyuan Airport	32.3911000	105.7020000	CN	AIRP	0	Asia/Chongqing	GYS,ZUGU
MIG	ZUMY	7730302	Mianyang Airport	31.4281000	104.7410000	CN	AIRP	0	Asia/Chongqing	MIG,ZUMY
LZY	ZUNZ	7730303	Nyingchi Airport	29.3033000	94.3353000	CN	AIRP	0	Asia/Urumqi	LZY,ZUNZ
KRL	ZWKL	7730304	Korla Airport	41.6978000	86.1289000	CN	AIRP	0	Asia/Urumqi	KRL,ZWKL
SXJ	ZWSS	7730305	Shanshan Airport	42.9117000	90.2475000	CN	AIRP	0	Asia/Urumqi	SXJ,ZWSS
CHG	ZYCY	7730306	Chaoyang Airport	41.5381000	120.4350000	CN	AIRP	0	Asia/Shanghai	CHG,ZYCY
DDG	ZYDD	7730307	Dandong Airport	40.0247000	124.2860000	CN	AIRP	0	Asia/Shanghai	DDG,ZYDD
HEK	ZYHE	7730308	Heihe Airport	50.1716200	127.3088800	CN	AIRP	0	Asia/Harbin	HEK,ZYHE
JNZ	ZYJZ	7730309	Jinzhou Airport	41.1014000	121.0620000	CN	AIRP	0	Asia/Shanghai	JNZ,ZYJZ
YJN	CYJN	7730323	St Jean Airport	45.2944000	-73.2811000	CA	AIRP	0	America/Montreal	CYJN,YJN
KMH	FAKU	7730324	Johan Pienaar Airport	-27.4567000	23.4114000	ZA	AIRP	0	Africa/Johannesburg	FAKU,KMH
ZEC	FASC	7730325	Secunda Airport	-26.5241000	29.1701000	ZA	AIRP	0	Africa/Johannesburg	FASC,ZEC
AOE	LTBY	7730326	Anadolu University Airport	39.8099000	30.5194000	TR	AIRP	0	Europe/Istanbul	AOE,LTBY
LCL	MULM	7730327	La Coloma Airport	22.3361000	-83.6419000	CU	AIRP	0	America/Havana	LCL,MULM
GES	RPMB	7730328	General Santos International Airport	6.1064400	125.2350000	PH	AIRP	0	Asia/Manila	GES,RPMB
KKM	VTBL	7730329	Khok Kathiam Airport	14.8746000	100.6630000	TH	AIRP	0	Asia/Bangkok	KKM,VTBL
ATD	AGAT	7730402	Uru Harbour Airport	-8.8733300	161.0110000	SB	AIRP	0	Pacific/Guadalcanal	AGAT,ATD
VEV	AGBA	7730403	Barakoma Airport	-7.9127800	156.7059900	SB	AIRP	0	Pacific/Guadalcanal	AGBA,VEV
GEF	AGEV	7730404	Geva Airport	-7.5758300	156.5970000	SB	AIRP	0	Pacific/Guadalcanal	AGEV,GEF
PRS	AGGP	7730405	Parasi Airport	-9.6416700	161.4250000	SB	AIRP	0	Pacific/Guadalcanal	AGGP,PRS
RNL	AGGR	7730406	Rennell/Tingoa Airport	-11.5339000	160.0630000	SB	AIRP	0	Pacific/Guadalcanal	AGGR,RNL
RIN	AGRC	7730407	Ringi Cove Airport	-8.1263900	157.1430100	SB	AIRP	0	Pacific/Guadalcanal	AGRC,RIN
LSA	AYKA	7730408	Losuia Airport	-8.5058200	151.0809900	PG	AIRP	0	Pacific/Port_Moresby	AYKA,LSA
UNG	AYKI	7730409	Kiunga Airport	-6.1257100	141.2820000	PG	AIRP	0	Pacific/Port_Moresby	AYKI,UNG
LNV	AYKY	7730410	Londolovit Airport	-3.0436100	152.6290000	PG	AIRP	0	Pacific/Port_Moresby	AYKY,LNV
MXH	AYMR	7730411	Moro Airport	-6.3633300	143.2380100	PG	AIRP	0	Pacific/Port_Moresby	AYMR,MXH
MIS	AYMS	7730412	Misima Island Airport	-10.6892000	152.8380000	PG	AIRP	0	Pacific/Port_Moresby	AYMS,MIS
TIZ	AYTA	7730413	Tari Airport	-5.8450000	142.9480000	PG	AIRP	0	Pacific/Port_Moresby	AYTA,TIZ
TBG	AYTB	7730414	Tabubil Airport	-5.2786100	141.2260000	PG	AIRP	0	Pacific/Port_Moresby	AYTB,TBG
BGJ	BIBF	7730421	Borgarfjörður eystri Airport	65.5164000	-13.8050000	IS	AIRP	0	Atlantic/Reykjavik	BGJ,BIBF
BJD	BIBK	7730422	Bakkafjörður Airport	66.0219000	-14.8244000	IS	AIRP	0	Atlantic/Reykjavik	BIBK,BJD
BLO	BIBL	7730423	Hjaltabakki Airport	65.6450000	-20.2875000	IS	AIRP	0	Atlantic/Reykjavik	BIBL,BLO
BQD	BIBR	7730424	Búðardalur Airport	65.0753000	-21.8003000	IS	AIRP	0	Atlantic/Reykjavik	BIBR,BQD
BXV	BIBV	7730425	Breiðdalsvík Airport	64.7900000	-14.0228000	IS	AIRP	0	Atlantic/Reykjavik	BIBV,BXV
DJU	BIDV	7730426	Djúpivogur Airport	64.6442000	-14.2828000	IS	AIRP	0	Atlantic/Reykjavik	BIDV,DJU
FAS	BIFF	7730427	Fáskrúðsfjörður Airport	64.9317000	-14.0606000	IS	AIRP	0	Atlantic/Reykjavik	BIFF,FAS
FAG	BIFM	7730428	Fagurhólsmýri Airport	63.8747000	-16.6411000	IS	AIRP	0	Atlantic/Reykjavik	BIFM,FAG
GUU	BIGF	7730429	Grundarfjörður Airport	64.9914000	-23.2247000	IS	AIRP	0	Atlantic/Reykjavik	BIGF,GUU
HVK	BIHK	7730430	Hólmavík Airport	65.7047000	-21.6964000	IS	AIRP	0	Atlantic/Reykjavik	BIHK,HVK
HVM	BIHV	7730431	Krókstaðarmelar Airport	65.2664000	-20.8469000	IS	AIRP	0	Atlantic/Reykjavik	BIHV,HVM
HLO	BIID	7730432	Ingjaldssanður Airport	66.0500000	-23.6961000	IS	AIRP	0	Atlantic/Reykjavik	BIID,HLO
OPA	BIKP	7730433	Kópasker Airport	66.3108000	-16.4667000	IS	AIRP	0	Atlantic/Reykjavik	BIKP,OPA
NOR	BINF	7730434	Norðfjörður Airport	65.1319000	-13.7464000	IS	AIRP	0	Atlantic/Reykjavik	BINF,NOR
OFJ	BIOF	7730435	Ólafsfjörður Airport	66.0833000	-18.6667000	IS	AIRP	0	Atlantic/Reykjavik	BIOF,OFJ
RHA	BIRE	7730436	Reykhólar Airport	65.4526300	-22.2061200	IS	AIRP	0	Atlantic/Reykjavik	BIRE,RHA
MVA	BIRL	7730437	Reykjahlíð Airport	65.6558000	-16.9181000	IS	AIRP	0	Atlantic/Reykjavik	BIRL,MVA
TEY	BITE	7730438	Þingeyri Airport	65.8703000	-23.5600000	IS	AIRP	0	Atlantic/Reykjavik	BITE,TEY
ZNA	CAC8	7730439	Nanaimo Harbour Water Airport	49.1833000	-123.9500000	CA	AIRP	0	America/Vancouver	CAC8,ZNA
YAA	CAJ4	7730440	Anahim Lake Airport	52.4525000	-125.3030000	CA	AIRP	0	America/Vancouver	CAJ4,YAA
YWM	CCA6	7730441	Williams Harbour Airport	52.5669000	-55.7847000	CA	AIRP	0	America/St_Johns	CCA6,YWM
YFX	CCK4	7730442	St. Lewis (Fox Harbour) Airport	52.3728000	-55.6739000	CA	AIRP	0	America/St_Johns	CCK4,YFX
YHA	CCP4	7730443	Port Hope Simpson Airport	52.5281000	-56.2861000	CA	AIRP	0	America/St_Johns	CCP4,YHA
YRG	CCZ2	7730444	Rigolet Airport	54.1797000	-58.4575000	CA	AIRP	0	America/Goose_Bay	CCZ2,YRG
SUR	CJV7	7730446	Summer Beaver Airport	52.7086000	-88.5419000	CA	AIRP	0	America/Toronto	CJV7,SUR
WNN	CKL3	7730447	Wunnumin Lake Airport	52.8939000	-89.2892000	CA	AIRP	0	America/Winnipeg	CKL3,WNN
YNO	CKQ3	7730448	North Spirit Lake Airport	52.4900000	-92.9711000	CA	AIRP	0	America/Winnipeg	CKQ3,YNO
XBE	CNE3	7730449	Bearskin Lake Airport	53.9656000	-91.0272000	CA	AIRP	0	America/Winnipeg	CNE3,XBE
KIF	CNM5	7730450	Kingfisher Lake Airport	53.0125000	-89.8553000	CA	AIRP	0	America/Winnipeg	CNM5,KIF
YOG	CNT3	7730451	Ogoki Post Airport	51.6586000	-85.9017000	CA	AIRP	0	America/Toronto	CNT3,YOG
YHP	CPV7	7730452	Poplar Hill Airport	52.1133000	-94.2556000	CA	AIRP	0	America/Winnipeg	CPV7,YHP
YKU	CSU2	7730453	Chisasibi Airport	53.8056000	-78.9169000	CA	AIRP	0	America/Montreal	CSU2,YKU
ZTB	CTB6	7730454	Tête-à-la-Baleine Airport	50.6744000	-59.3836000	CA	AIRP	0	America/Blanc-Sablon	CTB6,ZTB
ZLT	CTU5	7730455	La Tabatière Airport	50.8308000	-58.9756000	CA	AIRP	0	America/Blanc-Sablon	CTU5,ZLT
YVD	CYVD	7730456	Virden/R.J. (Bob) Andrew Field Regional Aerodrome	49.8783000	-100.9180000	CA	AIRP	0	America/Winnipeg	CYVD,YVD
XDJ	DFCJ	7730458	Djibo Airport	14.1000000	-1.6330000	BF	AIRP	0	Africa/Ouagadougou	DFCJ,XDJ
XGG	DFEG	7730459	Gorom-Gorom Airport	14.4500000	-0.2330000	BF	AIRP	0	Africa/Ouagadougou	DFEG,XGG
TMQ	DFEM	7730460	Tambao Airport	14.8000000	0.0500000	BF	AIRP	0	Africa/Ouagadougou	DFEM,TMQ
ARL	DFER	7730461	Arly Airport	11.5970000	1.4830000	BF	AIRP	0	Africa/Ouagadougou	ARL,DFER
XSE	DFES	7730462	Sebba Airport	13.4500000	0.5170000	BF	AIRP	0	Africa/Ouagadougou	DFES,XSE
BNR	DFOB	7730463	Banfora Airport	10.6830000	-4.7170000	BF	AIRP	0	Africa/Ouagadougou	BNR,DFOB
XNU	DFON	7730464	Nouna Airport	12.7500000	-3.8670000	BF	AIRP	0	Africa/Ouagadougou	DFON,XNU
TUQ	DFOT	7730465	Tougan Airport	13.0670000	-3.0670000	BF	AIRP	0	Africa/Ouagadougou	DFOT,TUQ
XAR	DFOY	7730466	Aribinda Airport	14.2170000	-0.8830000	BF	AIRP	0	Africa/Ouagadougou	DFOY,XAR
BQO	DIBN	7730467	Bouna Airport	9.2775000	-3.0252800	CI	AIRP	0	Africa/Abidjan	BQO,DIBN
QHA	EBZH	7730468	Hasselt Airport	50.9700000	5.3750700	BE	AIRP	0	Europe/Brussels	EBZH,QHA
FRF	EDOL	7730469	Oschersleben Airport	52.0380600	11.2055600	DE	AIRP	0	Europe/Berlin	EDOL,FRF
VAC	EDWU	7730470	Varrelbusch Airport	52.9083300	8.0405600	DE	AIRP	0	Europe/Berlin	EDWU,VAC
QVE	EFFO	7730471	Forssa Airport	60.8019000	23.6456000	FI	AIRP	0	Europe/Helsinki	EFFO,QVE
QLF	EFLA	7730472	Lahti Vesivehmaa Airport	61.1442000	25.6935000	FI	AIRP	0	Europe/Helsinki	EFLA,QLF
QUG	EGHR	7730473	Chichester/Goodwood Airport	50.8594000	-0.7591700	GB	AIRP	0	Europe/London	EGHR,QUG
BOL	EGQB	7730474	Ballykelly Airport	55.0603000	-7.0202800	GB	AIRP	0	Europe/London	BOL,EGQB
WXF	EGVT	7730475	Wethersfield Airport	51.9719000	0.5094400	GB	AIRP	0	Europe/London	EGVT,WXF
ADV	EGWA	7730476	Andover Airfield	51.2079000	-1.5282400	GB	AIRP	0	Europe/London	ADV,EGWA
BYT	EIBN	7730478	Bantry Aerodrome	51.6686000	-9.4841700	IE	AIRP	0	Europe/Dublin	BYT,EIBN
NNR	EICA	7730479	Connemara Regional Airport	53.2303000	-9.4677800	IE	AIRP	0	Europe/Dublin	EICA,NNR
CLB	EICB	7730480	Castlebar Airport	53.8484000	-9.2803700	IE	AIRP	0	Europe/Dublin	CLB,EICB
WEX	EICD	7730481	Castlebridge Airport	52.3333300	-6.4666700	IE	AIRP	0	Europe/Dublin	EICD,WEX
LTR	EILT	7730482	Letterkenny Airport	54.9513000	-7.6728300	IE	AIRP	0	Europe/Dublin	EILT,LTR
GLL	ENKL	7730484	Gol Airport	60.7914000	9.0505600	NO	AIRP	0	Europe/Oslo	ENKL,GLL
IDB	ESUE	7730485	Idre Airport	61.8697000	12.6894000	SE	AIRP	0	Europe/Stockholm	ESUE,IDB
UTE	FABU	7730486	Butterworth Airport	-32.3188000	28.1374000	ZA	AIRP	0	Africa/Johannesburg	FABU,UTE
PZL	FADQ	7730487	Zulu Inyala Airport	-27.8494000	32.3097000	ZA	AIRP	0	Africa/Johannesburg	FADQ,PZL
GIY	FAGI	7730488	Giyani Airport	-23.2833000	30.6500000	ZA	AIRP	0	Africa/Johannesburg	FAGI,GIY
LDZ	FALD	7730489	Londolozi Airport	-24.7502000	31.4757000	ZA	AIRP	0	Africa/Johannesburg	FALD,LDZ
NGL	FANG	7730490	Ngala Airport	-24.3878000	31.3258000	ZA	AIRP	0	Africa/Johannesburg	FANG,NGL
GSS	FASE	7730491	Sabi Sabi Airport	-24.9415000	31.4446000	ZA	AIRP	0	Africa/Johannesburg	FASE,GSS
THY	FATH	7730492	Thohoyandou Airport	-23.0769000	30.3836000	ZA	AIRP	0	Africa/Johannesburg	FATH,THY
TCU	FATN	7730493	Thaba Nchu Tar Airport	-29.3178000	26.8228000	ZA	AIRP	0	Africa/Johannesburg	FATN,TCU
KHW	FBKR	7730494	Khwai River Lodge Airport	-19.1500000	23.7830000	BW	AIRP	0	Africa/Gaborone	FBKR,KHW
QPH	FBPY	7730495	Palapye Airport	-22.5670000	27.1500000	BW	AIRP	0	Africa/Gaborone	FBPY,QPH
TLD	FBTL	7730496	Limpopo Valley Airport	-22.1892000	29.1269000	BW	AIRP	0	Africa/Gaborone	FBTL,TLD
KNJ	FCBK	7730497	Kindamba Airport	-3.9500000	14.5170000	CG	AIRP	0	Africa/Brazzaville	FCBK,KNJ
LCO	FCBL	7730498	Lague Airport	-2.4500000	14.5330000	CG	AIRP	0	Africa/Brazzaville	FCBL,LCO
BOE	FCOB	7730499	Boundji Airport	-1.0330000	15.3830000	CG	AIRP	0	Africa/Brazzaville	BOE,FCOB
BTB	FCOT	7730500	Betou Airport	3.0500000	18.5000000	CG	AIRP	0	Africa/Brazzaville	BTB,FCOT
RFA	FEGR	7730501	Rafaï Airport	4.9886100	23.9278000	CF	AIRP	0	Africa/Bangui	FEGR,RFA
BOZ	FEGZ	7730502	Bozoum Airport	6.3441700	16.3219000	CF	AIRP	0	Africa/Bangui	BOZ,FEGZ
KLE	FKKH	7730503	Kaélé Airport	10.0925000	14.4456000	CM	AIRP	0	Africa/Douala	FKKH,KLE
GXX	FKKJ	7730504	Yagoua Airport	10.3561000	15.2372000	CM	AIRP	0	Africa/Douala	FKKJ,GXX
BTA	FKKO	7730505	Bertoua Airport	4.5486100	13.7261000	CM	AIRP	0	Africa/Douala	BTA,FKKO
DSC	FKKS	7730506	Dschang Airport	5.4500000	10.0670000	CM	AIRP	0	Africa/Douala	DSC,FKKS
KLB	FLKL	7730507	Kalabo Airport	-14.9983000	22.6454000	ZM	AIRP	0	Africa/Lusaka	FLKL,KLB
ZKB	FLKY	7730508	Kasaba Bay Airport	-8.5250000	30.6630000	ZM	AIRP	0	Africa/Lusaka	FLKY,ZKB
ILK	FMMQ	7730509	Atsinanana Airport	-19.5830000	48.8030000	MG	AIRP	0	Indian/Antananarivo	FMMQ,ILK
VAT	FMMY	7730510	Vatomandry Airport	-19.3833300	48.9500000	MG	AIRP	0	Indian/Antananarivo	FMMY,VAT
WAM	FMMZ	7730511	Ambatondrazaka Airport	-17.8000000	48.4330000	MG	AIRP	0	Indian/Antananarivo	FMMZ,WAM
WBO	FMSB	7730512	Antsoa Airport	-21.6000000	45.1330000	MG	AIRP	0	Indian/Antananarivo	FMSB,WBO
WMD	FMSC	7730513	Mandabe Airport	-21.0330000	44.9500000	MG	AIRP	0	Indian/Antananarivo	FMSC,WMD
IHO	FMSI	7730514	Ihosy Airport	-22.4000000	46.1500000	MG	AIRP	0	Indian/Antananarivo	FMSI,IHO
AMP	FMSY	7730515	Ampanihy Airport	-24.6997000	44.7342000	MG	AIRP	0	Indian/Antananarivo	AMP,FMSY
AZZ	FNAM	7730516	Ambriz Airport	-7.8622200	13.1161000	AO	AIRP	0	Africa/Luanda	AZZ,FNAM
CFF	FNCF	7730517	Cafunfo Airport	-8.7836100	17.9897000	AO	AIRP	0	Africa/Luanda	CFF,FNCF
CTI	FNCV	7730518	Cuito Cuanavale Airport	-15.1603000	19.1561000	AO	AIRP	0	Africa/Luanda	CTI,FNCV
CXM	FNCX	7730519	Camaxilo Airport	-8.3736100	18.9236000	AO	AIRP	0	Africa/Luanda	CXM,FNCX
CAV	FNCZ	7730520	Cazombo Airport	-11.8931000	22.9164000	AO	AIRP	0	Africa/Luanda	CAV,FNCZ
ARZ	FNZE	7730521	N'zeto Airport	-7.2594400	12.8631000	AO	AIRP	0	Africa/Luanda	ARZ,FNZE
BGB	FOGB	7730522	Booue Airport	-0.1000000	11.9500000	GA	AIRP	0	Africa/Libreville	BGB,FOGB
KDN	FOGE	7730523	Ndende Airport	-2.4000000	11.3670000	GA	AIRP	0	Africa/Libreville	FOGE,KDN
FOU	FOGF	7730524	Fougamou Airport	-1.2830000	10.6170000	GA	AIRP	0	Africa/Libreville	FOGF,FOU
MBC	FOGG	7730525	M'Bigou Airport	-1.8830000	11.9330000	GA	AIRP	0	Africa/Libreville	FOGG,MBC
MGX	FOGI	7730526	Moabi Airport	-2.4330000	11.0000000	GA	AIRP	0	Africa/Libreville	FOGI,MGX
KDJ	FOGJ	7730527	Ville Airport	-0.1830000	10.7500000	GA	AIRP	0	Africa/Libreville	FOGJ,KDJ
