concat(code, ',,,', is_airport, ',y,n,', is_commercial, ',')	trim(state_code)	concat(',', rel_country_code, ',', rel_region_code, ',', rel_continent_code, ',', rel_time_zone_grp, ',')	longitude	,	latitude	,
soo,,,y,y,n,y,		,se,europ,itc2,se095,	17.05	,	61.3	,
sop,,,y,y,n,n,	nc	,us,namer,itc1,us105,	-79.58	,	35.2	,
soq,,,y,y,n,y,		,id,seasi,itc3,id063,	131.1	,	-0.9333	,
sor,,,y,y,n,n,		,sy,meast,itc2,sy098,	40.17	,	34.4	,
sot,,,y,y,n,n,		,fi,europ,itc2,fi047,	26.62	,	67.38	,
sou,,,y,y,n,y,		,gb,europ,itc2,gb053,	-1.35	,	50.95	,
sov,,,y,y,n,y,	ak	,us,namer,itc1,us111,	-151.7	,	59.45	,
sow,,,y,y,n,y,	az	,us,namer,itc1,us109,	-110	,	34.27	,
sox,,,y,y,n,y,		,co,samer,itc1,co132,	-72.95	,	5.683	,
soy,,,y,y,n,n,		,gb,europ,itc2,gb053,	-2.517	,	59.18	,
soz,,,y,y,n,n,		,fr,europ,itc2,fr052,	9.383	,	41.85	,
spa,gsp,,y,n,n,n,	sc	,us,namer,itc1,us105,	-82.22	,	34.95	,
spb,stt,,y,n,n,y,		,vi,carib,itc1,vi,	-64.97	,	18.32	,
spc,,,y,y,n,y,		,es,europ,itc2,es046,	-17.88	,	28.9	,
spd,,,y,y,n,n,		,bd,asia,itc3,bd,	88.77	,	25.77	,
spe,,,y,y,n,n,		,my,seasi,itc3,my,	116.5	,	4.717	,
spf,,,y,y,n,n,	sd	,us,namer,itc1,us108,	-103.9	,	44.48	,
spg,,,y,y,n,n,	fl	,us,namer,itc1,us105,	-82.63	,	27.75	,
sph,,,y,y,n,n,		,pg,austl,itc3,pg,	147.8	,	-9	,
spi,,,y,y,n,y,	il	,us,namer,itc1,us107,	-89.68	,	39.84	,
spj,,,y,y,n,n,		,gr,europ,itc2,gr058,	22.48	,	37	,
spk,,,y,y,n,n,		,jp,asia,itc3,jp,	141.4	,	43.13	,
spl,ams,,y,n,n,n,		,nl,europ,itc2,nl082,	4.783	,	52.32	,
spm,,,y,y,n,n,		,de,europ,itc2,de040,	9.183	,	48.77	,
spn,,,y,y,n,y,		,mp,pacif,itc3,mp,	145.7	,	15.13	,
spo,,,y,y,n,n,		,es,europ,itc2,es045,	-5.9	,	37.42	,
spp,,,y,y,n,y,		,ao,afric,itc2,ao,	17.73	,	-14.63	,
spq,,,y,y,n,n,	ca	,us,namer,itc1,us110,	-118.4	,	33.75	,
spr,,,y,y,n,y,		,bz,camer,itc1,bz,	-87.97	,	17.92	,
sps,,,y,y,n,y,	tx	,us,namer,itc1,us107,	-98.52	,	33.98	,
spt,,,y,y,n,n,		,my,seasi,itc3,my,	115.6	,	5.083	,
spu,,,y,y,n,y,		,hr,eeuro,itc2,hr152,	16.3	,	43.53	,
spv,,,y,y,n,n,		,pg,austl,itc3,pg,	143.7	,	-3.9	,
spw,,,y,y,n,n,	ia	,us,namer,itc1,us107,	-95.18	,	43.17	,
spx,hou,,y,n,n,n,	tx	,us,namer,itc1,us107,	-95.24	,	29.52	,
spy,,,y,y,n,n,		,ci,afric,itc2,ci,	-6.667	,	4.733	,
spz,,,y,y,n,n,	ar	,us,namer,itc1,us107,	-94.13	,	36.18	,
sqa,,,y,y,n,n,	ca	,us,namer,itc1,us110,	-120.1	,	34.62	,
sqb,,,y,y,n,n,		,co,samer,itc1,co132,	-75.95	,	4.767	,
sqc,,,y,y,n,n,	wa	,au,austl,itc3,au011,	119.3	,	-31.22	,
sqd,,,y,y,n,n,		,tr,euras,itc2,tr101,	35.15	,	42.03	,
sqe,,,y,y,n,n,		,co,samer,itc1,co132,	-71.7	,	5.4	,
sqf,,,y,y,n,n,		,co,samer,itc1,co132,	-75.27	,	0.7167	,
sqg,,,y,y,n,n,		,id,seasi,itc3,id062,	111.5	,	0.06667	,
sqh,,,y,y,n,n,		,vn,seasi,itc3,vn,	104	,	21.22	,
sqi,,,y,y,n,n,	il	,us,namer,itc1,us107,	-89.68	,	41.73	,
sqj,,,y,y,n,n,		,et,afric,itc2,et,	36.22	,	12.78	,
sqk,,,y,y,n,n,		,eg,afric,itc2,eg044,	25.93	,	31.6	,
sql,,,y,y,n,n,	ca	,us,namer,itc1,us110,	-122.3	,	37.48	,
sqm,,,y,y,n,n,	go	,br,samer,itc1,br015,	-50.17	,	-13.27	,
sqn,,,y,y,n,n,		,id,seasi,itc3,id063,	126	,	-2.067	,
sqo,,,y,y,n,y,		,se,europ,itc2,se095,	17.8	,	64.95	,
sqp,,,y,y,n,n,	ql	,au,austl,itc3,au131,	147.2	,	-14.2	,
sqq,,,y,y,n,n,		,lt,eeuro,itc2,lt125,	23.32	,	55.93	,
sqr,,,y,y,n,n,		,id,seasi,itc3,id062,	120.8	,	-2.567	,
sqs,,,y,y,n,n,		,bz,camer,itc1,bz,	-89.03	,	17.18	,
sqt,,,y,y,n,n,		,pg,austl,itc3,pg,	150.7	,	-10.55	,
squ,,,y,y,n,n,		,pe,samer,itc1,pe155,	-76.75	,	-6.95	,
sqv,,,y,y,n,n,	wa	,us,namer,itc1,us110,	-123.1	,	48.08	,
sqw,,,y,y,n,n,		,dk,europ,itc2,dk041,	9.167	,	56.55	,
sqy,,,y,y,n,n,	rs	,br,samer,itc1,br015,	-52	,	-31.42	,
sqz,,,y,y,n,n,		,gb,europ,itc2,gb053,	-0.5833	,	53.3	,
sra,,,y,y,n,y,	rs	,br,samer,itc1,br015,	-54.48	,	-27.87	,
srb,,,y,y,n,n,		,bo,samer,itc1,bo,	-66.88	,	-14.17	,
src,,,y,y,n,n,	ar	,us,namer,itc1,us107,	-91.73	,	35.25	,
srd,,,y,y,n,n,		,bo,samer,itc1,bo,	-64.7	,	-13.28	,
sre,,,y,y,n,y,		,bo,samer,itc1,bo,	-65.28	,	-19.02	,
srf,,,y,y,n,n,	ca	,us,namer,itc1,us110,	-122.5	,	38	,
srg,,,y,y,n,y,		,id,seasi,itc3,id061,	110.4	,	-6.983	,
srh,,,y,y,n,n,		,td,afric,itc2,td,	18.38	,	9.15	,
sri,,,y,y,n,n,		,id,seasi,itc3,id062,	117.2	,	-0.5	,
srj,,,y,y,n,y,		,bo,samer,itc1,bo,	-66.83	,	-14.82	,
srk,,,y,y,n,n,		,sl,afric,itc2,sl,	-13.5	,	8.5	,
srl,,,y,y,n,n,		,mx,namer,itc1,mx079,	-112.3	,	27.33	,
srm,,,y,y,n,n,	ql	,au,austl,itc3,au131,	139.1	,	-24.05	,
srn,,,y,y,n,n,	ts	,au,austl,itc3,au008,	145.3	,	-42.15	,
sro,,,y,y,n,n,		,co,samer,itc1,co132,	-75.25	,	2.217	,
srp,,,y,y,n,y,		,no,europ,itc2,no083,	5.5	,	59.5	,
srq,,,y,y,n,y,	fl	,us,namer,itc1,us105,	-82.55	,	27.4	,
srr,,,y,y,n,n,	ql	,au,austl,itc3,au131,	150.3	,	-21.67	,
srs,,,y,y,n,n,		,co,samer,itc1,co132,	-75.17	,	8.683	,
srt,,,y,y,n,n,		,ug,afric,itc2,ug,	33.62	,	1.717	,
sru,,,y,y,n,n,	ca	,us,namer,itc1,us110,	-122	,	36.97	,
srv,,,y,y,n,y,	ak	,us,namer,itc1,us111,	-156.6	,	61.78	,
srw,,,y,y,n,n,	nc	,us,namer,itc1,us105,	-80.52	,	35.63	,
srx,,,y,y,n,y,		,ly,afric,itc2,ly122,	16.58	,	31.2	,
sry,,,y,y,n,y,		,ir,meast,itc2,ir120,	53.07	,	36.57	,
srz,,,y,y,n,y,		,bo,samer,itc1,bo,	-63.13	,	-17.63	,
ssa,,,y,y,n,y,	ba	,br,samer,itc1,br016,	-38.33	,	-12.9	,
ssb,stx,,y,n,n,y,		,vi,carib,itc1,vi,	-65.75	,	17.75	,
ssc,,,y,y,n,n,	sc	,us,namer,itc1,us105,	-80.33	,	33.92	,
ssd,,,y,y,n,n,		,co,samer,itc1,co132,	-67.1	,	1.917	,
sse,,,y,y,n,n,		,in,asia,itc3,in,	75.93	,	17.63	,
ssf,sat,,y,n,n,n,	tx	,us,namer,itc1,us107,	-98.47	,	29.34	,
ssg,,,y,y,n,y,		,gq,afric,itc2,gq,	8.75	,	3.967	,
ssh,,,y,y,n,y,		,eg,afric,itc2,eg044,	34.28	,	27.85	,
ssi,,,y,y,n,n,	ga	,us,namer,itc1,us105,	-81.38	,	31.15	,
ssj,,,y,y,n,y,		,no,europ,itc2,no083,	12.47	,	65.95	,
ssk,,,y,y,n,n,	wa	,au,austl,itc3,au011,	128.1	,	-19.33	,
ssl,,,y,y,n,n,		,co,samer,itc1,co132,	-72.23	,	1.467	,
ssm,,,n,y,n,n,	mi	,us,namer,itc1,us105,	-84.47	,	46.25	,
ssn,sel,,y,n,n,n,		,kr,asia,itc3,kr,	126.9	,	37.52	,
sso,,,y,y,n,n,	mg	,br,samer,itc1,br015,	-45.03	,	-22.1	,
ssp,,,y,y,n,n,	ql	,au,austl,itc3,au131,	143.6	,	-13.98	,
ssq,,,y,y,n,n,	qc	,ca,namer,itc1,ca025,	-79.2	,	48.8	,
ssr,,,y,y,n,y,		,vu,austl,itc3,vu115,	168.2	,	-15.67	,
sss,,,y,y,n,n,		,pg,austl,itc3,pg,	148	,	-5.9	,
sst,,,y,y,n,n,	ba	,ar,samer,itc1,ar003,	-59.63	,	-35.27	,
ssu,,,y,y,n,n,	wv	,us,namer,itc1,us105,	-110.9	,	46.55	,
ssv,,,y,y,n,n,		,ph,pacif,itc3,ph,	120.8	,	5.55	,
ssw,,,y,y,n,n,	wa	,us,namer,itc1,us110,	-123.2	,	48.7	,
ssx,,,y,y,n,n,		,tr,euras,itc2,tr101,	36.33	,	41.28	,
ssy,,,y,y,n,y,		,ao,afric,itc2,ao,	14.28	,	-6.233	,
ssz,,,y,y,n,n,	sp	,br,samer,itc1,br015,	-46.13	,	-23.92	,
sta,,,y,y,n,n,		,dk,europ,itc2,dk041,	8.35	,	55.98	,
stb,,,y,y,n,n,		,ve,samer,itc1,ve194,	-71.95	,	9.033	,
stc,,,y,y,n,y,	mn	,us,namer,itc1,us107,	-94.18	,	45.58	,
std,,,y,y,n,y,		,ve,samer,itc1,ve194,	-72.07	,	7.583	,
ste,,,y,y,n,n,	wi	,us,namer,itc1,us107,	-89.55	,	44.53	,
stf,,,y,y,n,n,	ql	,au,austl,itc3,au131,	143.6	,	-9.5	,
stg,,,y,y,n,y,	ak	,us,namer,itc1,us111,	-169.5	,	56.6	,
sth,,,y,y,n,n,	ql	,au,austl,itc3,au131,	142.5	,	-17.83	,
sti,,,y,y,n,y,		,do,carib,itc1,do174,	-70.7	,	19.48	,
stj,,,y,y,n,n,	mo	,us,namer,itc1,us107,	-94.92	,	39.77	,
stk,,,y,y,n,n,	co	,us,namer,itc1,us108,	-103.3	,	40.62	,
stl,,,y,y,n,y,	mo	,us,namer,itc1,us107,	-90.37	,	38.75	,
stm,,,y,y,n,y,	pa	,br,samer,itc1,br018,	-54.7	,	-2.417	,
stn,lon,,y,n,n,y,		,gb,europ,itc2,gb053,	0.2333	,	51.88	,
sto,,,n,y,n,n,		,se,europ,itc2,se095,	18.08	,	59.33	,
stp,,,y,y,n,n,	mn	,us,namer,itc1,us107,	-93.07	,	44.93	,
stq,,,y,y,n,n,	pa	,us,namer,itc1,us105,	-78.5	,	41.41	,
str,,,y,y,n,y,		,de,europ,itc2,de040,	9.2	,	48.68	,
sts,,,y,y,n,y,	ca	,us,namer,itc1,us110,	-122.8	,	38.52	,
stt,,,y,y,n,y,		,vi,carib,itc1,vi,	-64.97	,	18.33	,
stu,,,y,y,n,n,		,bz,camer,itc1,bz,	-88.45	,	18.27	,
stv,,,y,y,n,y,		,in,asia,itc3,in,	72.83	,	21.17	,
stw,,,y,y,n,y,		,ru,euras,itc2,ru130,	42	,	45.33	,
stx,,,y,y,n,y,		,vi,carib,itc1,vi,	-64.78	,	17.72	,
sty,,,y,y,n,n,		,uy,samer,itc1,uy114,	-57.98	,	-31.43	,
stz,,,y,y,n,n,	mt	,br,samer,itc1,br018,	-50.05	,	-10.45	,
sua,,,y,y,n,n,	fl	,us,namer,itc1,us105,	-80.22	,	27.18	,
sub,,,y,y,n,y,		,id,seasi,itc3,id061,	112.7	,	-7.217	,
suc,,,y,y,n,n,	wy	,us,namer,itc1,us108,	-104.4	,	44.4	,
sud,,,y,y,n,n,	ok	,us,namer,itc1,us107,	-96.65	,	35.73	,
sue,,,y,y,n,n,	wi	,us,namer,itc1,us107,	-87.42	,	44.83	,
suf,,,y,y,n,y,		,it,europ,itc2,it067,	16.38	,	38.67	,
sug,,,y,y,n,n,		,ph,pacif,itc3,ph,	125.5	,	9.767	,
suh,,,y,y,n,n,		,om,meast,itc2,om,	59.52	,	22.58	,
sui,,,y,y,n,n,		,ge,euras,itc2,ge170,	41.12	,	42.87	,
suj,,,y,y,n,y,		,ro,eeuro,itc2,ro094,	22.88	,	47.7	,
suk,,,y,y,n,n,		,kr,asia,itc3,kr,	129.1	,	37.45	,
sul,,,y,y,n,y,		,pk,asia,itc3,pk163,	69.2	,	28.63	,
sum,ssc,,y,n,n,n,	sc	,us,namer,itc1,us105,	-80.33	,	33.92	,
sun,,,y,y,n,y,	id	,us,namer,itc1,us108,	-114.3	,	43.5	,
suo,,,y,y,n,n,	or	,us,namer,itc1,us110,	-111.4	,	47.5	,
sup,,,y,y,n,n,		,id,seasi,itc3,id061,	113.9	,	-7.067	,
suq,,,y,y,n,n,		,ec,samer,itc1,ec042,	-78.18	,	-2.467	,
sur,,,y,y,n,y,	on	,ca,namer,itc1,ca025,	-88.55	,	52.72	,
sus,stl,,y,n,n,n,	mo	,us,namer,itc1,us107,	-90.65	,	38.67	,
sut,,,y,y,n,n,		,tz,afric,itc2,tz,	31.62	,	-7.967	,
suu,,,y,y,n,n,	ca	,us,namer,itc1,us110,	-121.9	,	38.26	,
suv,,,y,y,n,y,		,fj,austl,itc3,fj169,	178.6	,	-18.03	,
suw,dlh,,y,n,n,n,	wi	,us,namer,itc1,us107,	-92.17	,	46.73	,
sux,,,y,y,n,y,	ia	,us,namer,itc1,us107,	-96.38	,	42.4	,
suy,,,y,y,n,n,		,is,europ,itc2,is,	-23.83	,	66.02	,
suz,,,y,y,n,n,		,pg,austl,itc3,pg,	143.9	,	-7.167	,
sva,,,y,y,n,y,	ak	,us,namer,itc1,us111,	-170.5	,	62.7	,
svb,,,y,y,n,y,		,mg,afric,itc2,mg,	50.17	,	-14.27	,
svc,,,y,y,n,y,	nm	,us,namer,itc1,us108,	-108.2	,	32.63	,
svd,,,y,y,n,y,		,vc,carib,itc1,vc,	-61.37	,	13.25	,
sve,,,y,y,n,n,	ca	,us,namer,itc1,us110,	-120.7	,	40.4	,
svf,,,y,y,n,n,		,bj,afric,itc2,bj,	2.483	,	8.033	,
svg,,,y,y,n,y,		,no,europ,itc2,no083,	5.63	,	58.88	,
svh,,,y,y,n,n,	nc	,us,namer,itc1,us105,	-80.95	,	35.77	,
svi,,,y,y,n,y,		,co,samer,itc1,co132,	-74.77	,	2.15	,
svj,,,y,y,n,y,		,no,europ,itc2,no083,	14.55	,	68.23	,
svk,,,y,y,n,n,		,bz,camer,itc1,bz,	-88.33	,	16.73	,
svl,,,y,y,n,y,		,fi,europ,itc2,fi047,	28.9	,	61.92	,
svm,,,y,y,n,n,	ql	,au,austl,itc3,au131,	142.3	,	-10.2	,
svn,sav,,y,n,n,n,	ga	,us,namer,itc1,us105,	-81.15	,	32.01	,
svo,mow,,y,n,n,y,		,ru,euras,itc2,ru130,	37.42	,	55.97	,
svp,,,y,y,n,n,		,ao,afric,itc2,ao,	16.92	,	-12.38	,
svq,,,y,y,n,y,		,es,europ,itc2,es045,	-5.9	,	37.43	,
svr,,,y,y,n,n,		,kh,seasi,itc3,kh,	105.8	,	11.08	,
svs,,,y,y,n,y,	ak	,us,namer,itc1,us111,	-149.1	,	66.03	,
svt,,,y,y,n,n,		,bw,afric,itc2,bw,	24.08	,	-18.63	,
svu,,,y,y,n,y,		,fj,austl,itc3,fj169,	179.4	,	-16.77	,
svv,,,y,y,n,n,		,ve,samer,itc1,ve194,	-62	,	7	,
svw,,,y,y,n,n,	ak	,us,namer,itc1,us111,	-155.6	,	61.08	,
svx,,,y,y,n,y,		,ru,euras,itc2,ru141,	60.6	,	56.85	,
svy,,,y,y,n,n,		,sb,austl,itc3,sb,	159.8	,	-9.167	,
svz,,,y,y,n,n,		,ve,samer,itc1,ve194,	-72.45	,	7.783	,
swa,,,y,y,n,y,		,cn,asia,itc3,cn035,	116.7	,	23.38	,
swb,,,y,y,n,n,	wa	,au,austl,itc3,au011,	119.4	,	-21.52	,
swc,,,y,y,n,n,	vi	,au,austl,itc3,au007,	142.8	,	-37.07	,
swd,,,y,y,n,n,	ak	,us,namer,itc1,us111,	-149.4	,	60.13	,
swe,,,y,y,n,n,		,pg,austl,itc3,pg,	147.6	,	-6.283	,
swf,,,y,y,n,y,	ny	,us,namer,itc1,us105,	-74.1	,	41.5	,
swg,,,y,y,n,n,		,pg,austl,itc3,pg,	148	,	-5.883	,
swh,,,y,y,n,n,	vi	,au,austl,itc3,au007,	143.6	,	-35.38	,
swi,,,y,y,n,n,		,gb,europ,itc2,gb053,	-1.783	,	51.57	,
swj,,,y,y,n,y,		,vu,austl,itc3,vu115,	167.4	,	-16.48	,
swk,mil,,y,n,n,n,		,it,europ,itc2,it067,	8.733	,	45.63	,
swl,,,y,y,n,n,		,bs,carib,itc1,bs021,	-73.07	,	22.43	,
swm,,,y,y,n,n,	mt	,br,samer,itc1,br018,	-51.42	,	-11.67	,
swn,,,y,y,n,n,		,pk,asia,itc3,pk163,	73.1	,	30.67	,
swo,,,y,y,n,n,	ok	,us,namer,itc1,us107,	-97.08	,	36.17	,
swp,,,y,y,n,n,		,na,afric,itc2,na004,	14.57	,	-22.67	,
swq,,,y,y,n,n,		,id,seasi,itc3,id062,	117.4	,	-8.5	,
swr,,,y,y,n,n,		,pg,austl,itc3,pg,	148	,	-5.883	,
sws,,,y,y,n,y,		,gb,europ,itc2,gb053,	-4.067	,	51.6	,
swt,,,y,y,n,n,		,ru,euras,itc2,ru143,	77	,	60.5	,
swu,,,y,y,n,n,		,kr,asia,itc3,kr,	127	,	37.23	,
swv,,,y,y,n,n,		,pk,asia,itc3,pk163,	68.63	,	27.95	,
sww,,,y,y,n,n,	tx	,us,namer,itc1,us107,	-100.5	,	32.47	,
swx,,,y,y,n,n,		,bw,afric,itc2,bw,	21.83	,	-18.38	,
swy,,,y,y,n,n,		,my,seasi,itc3,my,	100.7	,	4.217	,
swz,syd,,y,n,n,n,	ns	,au,austl,itc3,au007,	150.7	,	-33.88	,
sxa,,,y,y,n,n,		,pg,austl,itc3,pg,	147.6	,	-6.1	,
sxb,,,y,y,n,y,		,fr,europ,itc2,fr052,	7.633	,	48.53	,
sxc,avx,,y,n,n,n,	ca	,us,namer,itc1,us110,	-118.4	,	33.4	,
sxd,,,y,y,n,n,		,fr,europ,itc2,fr052,	7.05	,	43.62	,
sxe,,,y,y,n,n,	vi	,au,austl,itc3,au007,	147	,	-38.08	,
sxf,ber,,y,n,n,y,		,de,europ,itc2,de040,	13.52	,	52.38	,
sxg,,,y,y,n,n,		,zm,afric,itc2,zm,	23.27	,	-16.1	,
sxh,,,y,y,n,n,		,pg,austl,itc3,pg,	150.4	,	-10.22	,
sxi,,,y,y,n,n,		,ir,meast,itc2,ir120,	54.53	,	25.92	,
sxj,,,y,y,n,n,		,cn,asia,itc3,cn035,	90.17	,	42.87	,
sxk,,,y,y,n,n,		,id,seasi,itc3,id063,	131.3	,	-7.967	,
sxl,,,y,y,n,y,		,ie,europ,itc2,ie064,	-8.467	,	54.28	,
sxm,,,y,y,n,y,		,an,carib,itc1,an,	-63.1	,	18.03	,
sxn,,,y,y,n,n,		,bw,afric,itc2,bw,	26.12	,	-20.55	,
sxo,,,y,y,n,n,	mt	,br,samer,itc1,br018,	-50.67	,	-11.63	,
sxp,,,y,y,n,y,	ak	,us,namer,itc1,us111,	-164.8	,	62.53	,
sxq,,,y,y,n,n,	ak	,us,namer,itc1,us111,	-151.1	,	60.48	,
sxr,,,y,y,n,y,		,in,asia,itc3,in,	74.78	,	33.98	,
sxs,,,y,y,n,n,		,my,seasi,itc3,my,	118.1	,	5.833	,
sxt,,,y,y,n,n,		,my,seasi,itc3,my,	102.4	,	4.317	,
sxu,,,y,y,n,n,		,et,afric,itc2,et,	37.75	,	6.833	,
sxv,,,y,y,n,n,		,in,asia,itc3,in,	78.17	,	11.65	,
sxw,,,y,y,n,n,		,pg,austl,itc3,pg,	148.9	,	-5.967	,
sxx,,,y,y,n,n,	pa	,br,samer,itc1,br016,	-51.98	,	-6.633	,
sxy,,,y,y,n,n,	ny	,us,namer,itc1,us105,	-75.4	,	42.32	,
sxz,,,y,y,n,n,		,tr,euras,itc2,tr101,	41.83	,	37.97	,
sya,,,y,y,n,n,	ak	,us,namer,itc1,us112,	-174.1	,	52.72	,
syb,,,y,y,n,y,	ak	,us,namer,itc1,us111,	-152.5	,	58.17	,
syc,,,y,y,n,n,		,pe,samer,itc1,pe155,	-79.03	,	-8.167	,
syd,,,y,y,n,y,	ns	,au,austl,itc3,au007,	151.2	,	-33.93	,
sye,,,y,y,n,n,		,ye,meast,itc2,ye,	43.73	,	16.97	,
syf,,,y,y,n,n,	bc	,ca,namer,itc1,ca031,	-126.9	,	50.58	,
syh,,,y,y,n,n,		,np,asia,itc3,np,	85.32	,	27.72	,
syi,,,y,y,n,n,	tn	,us,namer,itc1,us107,	-86.45	,	35.57	,
syj,,,y,y,n,y,		,ir,meast,itc2,ir120,	55.66	,	29.56	,
syk,,,y,y,n,n,		,is,europ,itc2,is,	-22.8	,	65.1	,
syl,,,y,y,n,n,	ca	,us,namer,itc1,us110,	-120.7	,	35.81	,
sym,,,y,y,n,y,		,cn,asia,itc3,cn035,	101	,	22.83	,
syn,,,y,y,n,n,	mn	,us,namer,itc1,us107,	-93	,	44.47	,
syo,,,y,y,n,y,		,jp,asia,itc3,jp,	139.8	,	38.92	,
syp,,,y,y,n,n,		,pa,camer,itc1,pa,	-80.98	,	8.1	,
syq,sjo,,y,n,n,n,		,cr,camer,itc1,cr036,	-84.1	,	9.933	,
syr,,,y,y,n,y,	ny	,us,namer,itc1,us105,	-76.12	,	43.12	,
sys,,,y,y,n,n,		,kr,asia,itc3,kr,	125.9	,	38.42	,
syt,,,y,y,n,n,		,fr,europ,itc2,fr052,	4.033	,	46.4	,
syu,,,y,y,n,y,	ql	,au,austl,itc3,au131,	142.4	,	-10.52	,
syv,,,y,y,n,n,	ga	,us,namer,itc1,us105,	-83.83	,	31.52	,
syw,,,y,y,n,n,		,pk,asia,itc3,pk163,	67.87	,	26.43	,
syx,,,y,y,n,y,		,cn,asia,itc3,cn035,	109.5	,	18.08	,
syy,,,y,y,n,y,		,gb,europ,itc2,gb053,	-6.333	,	58.22	,
syz,,,y,y,n,y,		,ir,meast,itc2,ir120,	52.63	,	29.53	,
sza,,,y,y,n,y,		,ao,afric,itc2,ao,	12.42	,	-6.033	,
szb,kul,,y,n,n,y,		,my,seasi,itc3,my,	101.5	,	3.131	,
szc,,,y,y,n,n,		,cr,camer,itc1,cr036,	-85.62	,	10.25	,
szd,,,y,y,n,y,		,gb,europ,itc2,gb053,	-1.39	,	53.4	,
sze,,,y,y,n,n,		,et,afric,itc2,et,	41.83	,	11.5	,
szf,ssx,,y,n,n,y,		,tr,euras,itc2,tr101,	36.55	,	41.25	,
szg,,,y,y,n,y,		,at,europ,itc2,at005,	13	,	47.8	,
szh,,,y,y,n,n,		,id,seasi,itc3,id062,	117.1	,	-0.9667	,
szi,,,y,y,n,n,		,kz,euras,itc3,kz164,	75.02	,	46.88	,
szj,,,y,y,n,n,		,cu,carib,itc1,cu038,	-82.95	,	21.63	,
szk,,,y,y,n,n,		,za,afric,itc2,za,	31.58	,	-24.97	,
szl,,,y,y,n,n,	mo	,us,namer,itc1,us107,	-93.8	,	38.78	,
szm,,,y,y,n,n,		,na,afric,itc2,na004,	15.83	,	-24.58	,
szn,sba,,y,n,n,n,	ca	,us,namer,itc1,us110,	-119.9	,	34.06	,
szo,,,y,y,n,n,		,cn,asia,itc3,cn035,	113.4	,	22.07	,
szp,,,y,y,n,n,	ca	,us,namer,itc1,us110,	-119.1	,	34.35	,
szq,,,y,y,n,n,	ba	,ar,samer,itc1,ar003,	-60.45	,	-26.82	,
szr,,,y,y,n,n,		,bg,eeuro,itc2,bg013,	25.62	,	42.43	,
szs,,,y,y,n,n,		,nz,austl,itc3,nz084,	167.9	,	-47	,
szt,,,y,y,n,n,		,mx,namer,itc1,mx168,	-92.54	,	16.69	,
szu,,,y,y,n,n,		,ml,afric,itc2,ml,	-6.283	,	13.43	,
szv,,,y,y,n,n,		,cn,asia,itc3,cn035,	120.6	,	31.3	,
szw,,,y,y,n,n,		,de,europ,itc2,de040,	11.78	,	53.43	,
szx,,,y,y,n,y,		,cn,asia,itc3,cn035,	113.9	,	22.55	,
szy,,,y,y,n,n,		,pl,eeuro,itc2,pl089,	20.93	,	52.43	,
szz,,,y,y,n,y,		,pl,eeuro,itc2,pl089,	14.9	,	53.58	,
taa,,,y,y,n,n,		,sb,austl,itc3,sb,	161.2	,	-9.367	,
tab,,,y,y,n,y,		,tt,carib,itc1,tt,	-60.83	,	11.13	,
tac,,,y,y,n,y,		,ph,pacif,itc3,ph,	125	,	11.23	,
tad,,,y,y,n,n,	co	,us,namer,itc1,us108,	-104.3	,	37.27	,
tae,,,y,y,n,y,		,kr,asia,itc3,kr,	128.8	,	35.82	,
taf,orn,,y,n,n,n,		,dz,afric,itc2,dz,	-0.7167	,	35.72	,
tag,,,y,y,n,y,		,ph,pacif,itc3,ph,	123.9	,	9.65	,
tah,,,y,y,n,y,		,vu,austl,itc3,vu115,	169.3	,	-19.33	,
tai,,,y,y,n,y,		,ye,meast,itc2,ye,	44.13	,	13.68	,
taj,,,y,y,n,y,		,pg,austl,itc3,pg,	142.4	,	-3.183	,
tak,,,y,y,n,y,		,jp,asia,itc3,jp,	134.1	,	34.28	,
tal,,,y,y,n,y,	ak	,us,namer,itc1,us111,	-152.1	,	65.17	,
tam,,,y,y,n,y,		,mx,namer,itc1,mx168,	-97.85	,	22.3	,
tan,,,y,y,n,n,	ql	,au,austl,itc3,au131,	153.4	,	-27.13	,
tao,,,y,y,n,y,		,cn,asia,itc3,cn035,	120.3	,	36.1	,
tap,,,y,y,n,y,		,mx,namer,itc1,mx168,	-92.28	,	14.88	,
taq,,,y,y,n,n,	sa	,au,austl,itc3,au009,	134.6	,	-30.68	,
tar,,,y,y,n,n,		,it,europ,itc2,it067,	17.25	,	40.5	,
tas,,,y,y,n,y,		,uz,euras,itc3,uz138,	69.37	,	41.27	,
tat,,,y,y,n,y,		,sk,eeuro,itc2,sk156,	20.45	,	49	,
tau,,,y,y,n,n,		,co,samer,itc1,co132,	-72.73	,	5	,
tav,,,y,y,n,n,		,as,austl,itc3,as,	-169.5	,	-14.25	,
taw,,,y,y,n,n,		,uy,samer,itc1,uy114,	-55.92	,	-31.75	,
tax,,,y,y,n,n,		,id,seasi,itc3,id063,	124.8	,	-1.8	,
tay,,,y,y,n,n,		,ee,eeuro,itc2,ee124,	26.72	,	58.38	,
taz,,,y,y,n,n,		,tm,euras,itc3,tm137,	59.834	,	41.764	,
tba,,,y,y,n,n,		,pg,austl,itc3,pg,	144.6	,	-5.55	,
tbb,,,y,y,n,y,		,vn,seasi,itc3,vn,	109.3	,	13.08	,
tbc,,,y,y,n,n,	az	,us,namer,itc1,us109,	-111.2	,	36.13	,
